book_id,rating,title,user
17262290,5,"Journey (Journey Trilogy, #1)",6
127179,5,Library Lion,6
17140549,5,The Invisible Boy,6
6434058,5,The Circus Ship,6
13152282,5,"The Extraordinary Education of Nicholas Benedict (The Mysterious Benedict Society, #0.5)",6
18318005,5,Water Can Be...,6
12193635,5,The Carpenter's Gift: A Christmas Tale about the Rockefeller Center Tree,6
2642142,5,The Wonderful Pigs of Jillian Jiggs,6
2617684,5,Winnie the Pooh and Tigger Too,7
370493,5,The Giving Tree,7
19330,5,The Complete Tales,7
765281,5,Lady and the Tramp,7
737171,5,My Big Little Golden Book About God,7
191139,5,"Oh, The Places You'll Go!",7
437885,5,Frosty the Snowman (Frosty the Snowman),7
22917,5,The Complete Grimm's Fairy Tales,7
125507,5,The True Story of the 3 Little Pigs,7
420282,5,The Polar Express,7
11387515,5,Wonder (Wonder #1),8
13152282,5,"The Extraordinary Education of Nicholas Benedict (The Mysterious Benedict Society, #0.5)",8
138070,5,Flotsam,8
6164358,5,"The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)",8
83369,5,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",8
3636,5,"The Giver (The Giver, #1)",8
26221428,5,The Secret Keepers,8
1154350,5,The Great Turkey Walk,8
16052012,5,Flora and Ulysses: The Illuminated Adventures,8
9677870,4,Press Here,8
33376257,5,After the Fall,9
9661136,5,"Should I Share My Ice Cream? (Elephant & Piggie, #15)",9
29279220,5,Madeline Finn and the Library Dog,9
34523572,5,Her Right Foot,9
17262290,5,"Journey (Journey Trilogy, #1)",9
370493,5,The Giving Tree,9
20708773,5,"Quest (Journey Trilogy, #2)",9
25329997,5,"Cry, Heart, But Never Break",9
28814845,5,"Return (Journey Trilogy, #3)",9
30555639,5,Little Fox in the Forest,9
20724592,5,Animalium,10
16101018,5,The Day the Crayons Quit,10
17071967,5,I Hate Picture Books!,10
6434058,5,The Circus Ship,10
828391,5,Robert the Rose Horse,10
77390,5,"Anne of Avonlea (Anne of Green Gables, #2)",10
23130340,5,In a Village by the Sea,10
6672874,5,Carnivores,10
11360892,5,Balloons Over Broadway: The True Story of the Puppeteer of Macy's Parade,10
7509842,5,"A Ghost Tale for Christmas Time (Magic Tree House, #44)",10
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",11
11387515,5,Wonder (Wonder #1),11
27064348,5,Ms. Bixby's Last Day,11
17846011,5,The Pigeon Needs a Bath!,11
30118,5,A Light in the Attic,11
25817074,5,All Rise for the Honorable Perry T. Cook,11
4948,5,The Very Hungry Caterpillar,11
30119,5,Where the Sidewalk Ends,11
22402972,5,Fish in a Tree,11
20821124,5,Once Upon an Alphabet: Short Stories for All the Letters,11
13083239,5,The Fantastic Flying Books of Mr. Morris Lessmore,12
6871646,5,Pete the Cat: I Love My White Shoes,12
34523572,5,Her Right Foot,12
370493,5,The Giving Tree,12
301736,5,Guess How Much I Love You,12
7784,5,The Lorax,12
7747422,5,It's a Book,12
9466024,5,Pete the Cat: Rocking in My School Shoes,12
23772,5,Green Eggs and Ham,12
22635853,5,If You Plant a Seed,12
28210996,5,I Dissent: Ruth Bader Ginsburg Makes Her Mark,13
17290220,5,"Rosie Revere, Engineer",13
18570357,5,What Do You Do with an Idea?,13
16101018,5,The Day the Crayons Quit,13
3118349,5,One,13
11233988,5,I Want My Hat Back,13
232958,5,I Love You Through and Through,13
13547099,5,"The Sandman: The Story of Sanderson Mansnoozie (Guardians of Childhood, #2)",13
17428659,5,Frozen: A Sister More Like Me,13
370493,5,The Giving Tree,13
7846067,5,"We are in a Book! (Elephant & Piggie, #13)",14
33376257,5,After the Fall,14
25785760,5,"Ida, Always",14
11387515,5,Wonder (Wonder #1),14
232958,5,I Love You Through and Through,14
301736,5,Guess How Much I Love You,14
16268948,5,The Blessing Cup,14
301141,5,"Lost and Found (The Boy, #2)",14
13591670,5,Unspoken: A Story from the Underground Railroad,14
153540,5,The Little House,14
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",15
594361,5,The Lion King: A little Golden Book,15
9677870,5,Press Here,15
23310161,5,The Day the Crayons Came Home,15
11387515,5,Wonder (Wonder #1),15
16101018,5,The Day the Crayons Quit,15
6871646,5,Pete the Cat: I Love My White Shoes,15
14118,5,Beauty and the Beast,15
17262290,5,"Journey (Journey Trilogy, #1)",15
370493,5,The Giving Tree,15
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",16
532069,5,Pink and Say,16
334818,5,Miss Rumphius,16
370493,5,The Giving Tree,16
301736,5,Guess How Much I Love You,16
328439,5,I Am a Bunny,16
682920,5,"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",16
30119,5,Where the Sidewalk Ends,16
420282,5,The Polar Express,16
22402972,5,Fish in a Tree,16
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",17
11387515,5,Wonder (Wonder #1),17
6871646,5,Pete the Cat: I Love My White Shoes,17
370493,5,The Giving Tree,17
301736,5,Guess How Much I Love You,17
7784,5,The Lorax,17
30118,5,A Light in the Attic,17
25329997,5,"Cry, Heart, But Never Break",17
37186,5,The Miraculous Journey of Edward Tulane,17
191139,5,"Oh, The Places You'll Go!",17
13083239,5,The Fantastic Flying Books of Mr. Morris Lessmore,18
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",18
9677870,5,Press Here,18
16101018,5,The Day the Crayons Quit,18
6871646,5,Pete the Cat: I Love My White Shoes,18
3118349,5,One,18
769265,5,Bony-Legs,18
370493,5,The Giving Tree,18
301736,5,Guess How Much I Love You,18
30118,5,A Light in the Attic,18
2038010,5,"How to Twist a Dragon's Tale (How to Train Your Dragon, #5)",19
454600,5,"How to Cheat a Dragon's Curse (How to Train Your Dragon, #4)",19
25937839,5,"Anything But Ordinary Addie: The True Story of Adelaide Herrmann, Queen of Magic",19
24178,5,Charlotte's Web,19
17269359,5,"Treasure Hunters (Treasure Hunters, #1)",19
971239,5,"How to Speak Dragonese (How to Train Your Dragon, #3)",19
900087,5,The Big Honey Hunt,19
22749535,5,How Do Dinosaurs Stay Safe?,19
2391,5,Moby Dick,19
9661136,4,"Should I Share My Ice Cream? (Elephant & Piggie, #15)",19
24819508,5,Finding Winnie: The True Story of the World's Most Famous Bear,20
17846011,5,The Pigeon Needs a Bath!,20
139656,5,"I Love You, Stinky Face",20
113946,5,How the Grinch Stole Christmas!,20
301736,5,Guess How Much I Love You,20
7784,5,The Lorax,20
22249668,5,Red: A Crayon's Story,20
23772,5,Green Eggs and Ham,20
125507,5,The True Story of the 3 Little Pigs,20
515905,5,"Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)",20
8319728,5,Beautiful Oops!,21
18637037,5,Lindbergh: The Tale of a Flying Mouse,21
113946,5,How the Grinch Stole Christmas!,21
25394434,5,Grandpa's Great Escape,21
25671625,5,Job Wanted,21
18637033,5,The Crocodile Who Didn't like Water,21
23009447,5,Juneteenth for Mazie,21
26848831,5,The Adventurer's Guide to Successful Escapes,21
24178,5,Charlotte's Web,21
17043027,5,Josephine: The Dazzling Life of Josephine Baker,21
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",22
2060655,5,Frog And Toad Book Set: Frog And Toad Are Friends; Frog And Toad Together; Days With Frog And Toad; Frog And Toad All Year  (Frog and Toad #1-4),22
14118,5,Beauty and the Beast,22
835010,5,The Keeping Quilt,22
370493,5,The Giving Tree,22
113946,5,How the Grinch Stole Christmas!,22
7784,5,The Lorax,22
30118,5,A Light in the Attic,22
37186,5,The Miraculous Journey of Edward Tulane,22
191139,5,"Oh, The Places You'll Go!",22
17290220,5,"Rosie Revere, Engineer",23
28507895,5,"Ada Twist, Scientist",23
11387515,5,Wonder (Wonder #1),23
16101018,5,The Day the Crayons Quit,23
6871646,5,Pete the Cat: I Love My White Shoes,23
370493,5,The Giving Tree,23
301736,5,Guess How Much I Love You,23
19330,5,The Complete Tales,23
30118,5,A Light in the Attic,23
37186,5,The Miraculous Journey of Edward Tulane,23
24819508,5,Finding Winnie: The True Story of the World's Most Famous Bear,24
25745002,5,Mother Bruce,24
24727095,5,Ragweed's Farm Dog Handbook,24
4948,5,The Very Hungry Caterpillar,24
23772,5,Green Eggs and Ham,24
98573,5,Harold and the Purple Crayon,24
773606,5,Madeline's Rescue,24
5983694,5,Where the Mountain Meets the Moon,24
31423547,5,Be Quiet!,24
29291,5,Make Way for Ducklings,24
8079108,5,Wherever You Are My Love Will Find You,25
17290220,5,"Rosie Revere, Engineer",25
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",25
24819508,5,Finding Winnie: The True Story of the World's Most Famous Bear,25
315882,5,Henry's Freedom Box: A True Story from the Underground Railroad,25
334818,5,Miss Rumphius,25
11387515,5,Wonder (Wonder #1),25
21416421,5,"Waiting is Not Easy! (Elephant & Piggie, #22)",25
27206444,5,Ada's Violin: The Story of the Recycled Orchestra of Paraguay,25
21965198,5,Emmanuel's Dream: The True Story of Emmanuel Ofosu Yeboah,25
13083239,5,The Fantastic Flying Books of Mr. Morris Lessmore,26
11387515,5,Wonder (Wonder #1),26
515904,5,"There is a Bird on Your Head! (Elephant & Piggie, #4)",26
17071967,5,I Hate Picture Books!,26
370493,5,The Giving Tree,26
113946,5,How the Grinch Stole Christmas!,26
7784,5,The Lorax,26
30118,5,A Light in the Attic,26
191139,5,"Oh, The Places You'll Go!",26
420282,5,The Polar Express,26
934684,5,The Foot Book,27
13576316,5,"Gustav Gloom and the People Taker (Gustav Gloom, #1)",27
17262290,4,"Journey (Journey Trilogy, #1)",27
13547099,4,"The Sandman: The Story of Sanderson Mansnoozie (Guardians of Childhood, #2)",27
20708773,4,"Quest (Journey Trilogy, #2)",27
4948,4,The Very Hungry Caterpillar,27
125507,4,The True Story of the 3 Little Pigs,27
153540,4,The Little House,27
767680,4,If You Give a Mouse a Cookie,27
786256,4,Stellaluna,27
13083239,5,The Fantastic Flying Books of Mr. Morris Lessmore,28
16029151,5,I Have a Dream,28
11387515,5,Wonder (Wonder #1),28
13588082,5,Each Kindness,28
11556479,5,The Duckling Gets a Cookie!?,28
7540259,5,Memoirs of a Goldfish,28
13513416,5,Penguin and Pinecone,28
13591670,5,Unspoken: A Story from the Underground Railroad,28
13623795,5,Nelson Mandela,28
11594337,5,The One and Only Ivan,28
22693811,5,"The Penderwicks in Spring (The Penderwicks, #4)",29
157993,5,The Little Prince,29
19543,5,Where the Wild Things Are,29
3360369,5,The Serial Garden: The Complete Armitage Family Stories,29
24178,5,Charlotte's Web,29
3980,5,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,29
266904,5,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy (The Penderwicks #1)",29
149543,5,Jane of Lantern Hill,29
3562,5,"Emily of New Moon (Emily, #1)",29
18222556,5,A Snicker of Magic,29
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",30
11387515,5,Wonder (Wonder #1),30
8999818,5,"I Broke My Trunk! (Elephant & Piggie, #14)",30
14118,5,Beauty and the Beast,30
25745002,5,Mother Bruce,30
616650,5,Prayers for Children (Little Golden Book),30
370493,5,The Giving Tree,30
113946,5,How the Grinch Stole Christmas!,30
737171,5,My Big Little Golden Book About God,30
30118,5,A Light in the Attic,30
7846067,5,"We are in a Book! (Elephant & Piggie, #13)",31
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",31
33376257,5,After the Fall,31
7844798,5,"Can I Play Too? (Elephant & Piggie, #12)",31
24819508,5,Finding Winnie: The True Story of the World's Most Famous Bear,31
9677870,5,Press Here,31
11387515,5,Wonder (Wonder #1),31
18051269,5,The Girl and the Bicycle,31
30312747,5,Not Quite Narwhal,31
515904,5,"There is a Bird on Your Head! (Elephant & Piggie, #4)",31
20706320,5,"A Grimm Warning (The Land of Stories, #3)",32
17722973,5,"The Enchantress Returns (The Land of Stories, #2)",32
11607446,5,"The Wishing Spell (The Land of Stories, #1)",32
18187690,5,Oliver and the Seawigs,32
22749530,5,Lucky Strike,32
8514027,4,"Mission Unstoppable (The Genius Files, #1)",32
297249,4,"The Boxcar Children (The Boxcar Children, #1)",32
9969034,4,"Aliens on Vacation (Intergalactic Bed and Breakfast, #1)",32
1451816,3,Franklin Goes to School,32
9360014,3,Bless This Mouse,32
17290220,5,"Rosie Revere, Engineer",33
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",33
6871646,5,Pete the Cat: I Love My White Shoes,33
113946,5,How the Grinch Stole Christmas!,33
776407,5,"The House at Pooh Corner (Winnie-the-Pooh, #2)",33
30118,5,A Light in the Attic,33
18295821,5,The Adventures of Beekle: The Unimaginary Friend,33
4948,5,The Very Hungry Caterpillar,33
23772,5,Green Eggs and Ham,33
125507,5,The True Story of the 3 Little Pigs,33
7846067,5,"We are in a Book! (Elephant & Piggie, #13)",34
7692533,5,The Junkyard Wonders,34
30340888,5,Grace Hopper: Queen of Computer Code,34
13083239,5,The Fantastic Flying Books of Mr. Morris Lessmore,34
8319728,5,Beautiful Oops!,34
24819508,5,Finding Winnie: The True Story of the World's Most Famous Bear,34
532069,5,Pink and Say,34
315882,5,Henry's Freedom Box: A True Story from the Underground Railroad,34
9677870,5,Press Here,34
11387515,5,Wonder (Wonder #1),34
300946,5,The Red Tree,35
11233988,5,I Want My Hat Back,35
113946,5,How the Grinch Stole Christmas!,35
7784,5,The Lorax,35
7747422,5,It's a Book,35
18295821,5,The Adventures of Beekle: The Unimaginary Friend,35
22052900,5,Orion and the Dark,35
8044557,5,All My Friends Are Dead,35
3008,5,A Little Princess,35
6327,5,The Witches,35
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",36
3579,5,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",36
370493,5,The Giving Tree,36
113946,5,How the Grinch Stole Christmas!,36
776407,5,"The House at Pooh Corner (Winnie-the-Pooh, #2)",36
301736,5,Guess How Much I Love You,36
30118,5,A Light in the Attic,36
23772,5,Green Eggs and Ham,36
30119,5,Where the Sidewalk Ends,36
489972,5,The Snowman,36
24819508,5,Finding Winnie: The True Story of the World's Most Famous Bear,37
129771,5,The Other Side,37
18570357,5,What Do You Do with an Idea?,37
315882,5,Henry's Freedom Box: A True Story from the Underground Railroad,37
1709300,5,A Story for Bear,37
9677870,5,Press Here,37
18554575,5,I am Rosa Parks,37
23310161,5,The Day the Crayons Came Home,37
18051269,5,The Girl and the Bicycle,37
16101018,5,The Day the Crayons Quit,37
11387515,5,Wonder (Wonder #1),38
157993,5,The Little Prince,38
9731300,5,A Year Without Autumn,38
78411,5,"The Bad Beginning (A Series of Unfortunate Events, #1)",38
10959,5,Sophie's World,38
5,4,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",38
21535019,4,"The Long Haul (Diary of a Wimpy Kid, #9)",38
17733898,4,"Hard Luck (Diary of a Wimpy Kid, #8)",38
25222064,4,"Old School (Diary of a Wimpy Kid, #10)",38
65113,4,A Series of Unfortunate Events Box: The Complete Wreck (Books 1-13),38
7846067,5,"We are in a Book! (Elephant & Piggie, #13)",39
13083239,5,The Fantastic Flying Books of Mr. Morris Lessmore,39
18570357,5,What Do You Do with an Idea?,39
27247476,5,"The Thank You Book (Elephant & Piggie, #25)",39
515904,5,"There is a Bird on Your Head! (Elephant & Piggie, #4)",39
8999818,5,"I Broke My Trunk! (Elephant & Piggie, #14)",39
11556479,5,The Duckling Gets a Cookie!?,39
25745002,5,Mother Bruce,39
17846011,5,The Pigeon Needs a Bath!,39
15944573,5,"A Big Guy Took My Ball! (Elephant & Piggie, #19)",39
18570357,5,What Do You Do with an Idea?,40
28507895,5,"Ada Twist, Scientist",40
1243806,5,But No Elephants,40
12875557,5,Pete the Cat and His Four Groovy Buttons,40
370493,5,The Giving Tree,40
20708773,5,"Quest (Journey Trilogy, #2)",40
31314,5,Barnyard Dance,40
767680,5,If You Give a Mouse a Cookie,40
3124179,5,Ten Little Fingers and Ten Little Toes,40
857501,5,"Hand, Hand, Fingers, Thumb",40
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",41
301736,5,Guess How Much I Love You,41
7784,5,The Lorax,41
191139,5,"Oh, The Places You'll Go!",41
153540,5,The Little House,41
310043,5,"Good Night, Little Bear",41
24688,5,Cars and Trucks and Things That Go,41
1358089,5,Uncle Remus Stories,41
913207,5,"Georgie (Georgie The Ghost, #1)",41
8337,5,"Little House in the Big Woods (Little House, #1)",41
13083239,5,The Fantastic Flying Books of Mr. Morris Lessmore,42
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",42
9677870,5,Press Here,42
11387515,5,Wonder (Wonder #1),42
16101018,5,The Day the Crayons Quit,42
6871646,5,Pete the Cat: I Love My White Shoes,42
6557929,5,"Nubs: The True Story of a Mutt, a Marine & a Miracle",42
11233988,5,I Want My Hat Back,42
13588082,5,Each Kindness,42
12875557,5,Pete the Cat and His Four Groovy Buttons,42
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",43
9677870,5,Press Here,43
11387515,5,Wonder (Wonder #1),43
113946,5,How the Grinch Stole Christmas!,43
30118,5,A Light in the Attic,43
4948,5,The Very Hungry Caterpillar,43
125507,5,The True Story of the 3 Little Pigs,43
420282,5,The Polar Express,43
25785628,5,Freedom in Congo Square,43
767680,5,If You Give a Mouse a Cookie,43
17290220,5,"Rosie Revere, Engineer",44
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",44
24819508,5,Finding Winnie: The True Story of the World's Most Famous Bear,44
883055,5,Hooway for Wodney Wat,44
28588003,5,A Hat for Mrs. Goldman: A Story About Knitting and Love,44
22521973,5,Last Stop on Market Street,44
28588031,5,"Where Are You Going, Baby Lincoln? (Tales from Deckawoo Drive, #3)",44
421642,5,"The Four-Story Mistake (The Melendy Family, #2)",44
18353964,5,The Whispering Town,44
11594337,5,The One and Only Ivan,44
17290220,5,"Rosie Revere, Engineer",45
9661136,5,"Should I Share My Ice Cream? (Elephant & Piggie, #15)",45
9677870,5,Press Here,45
13624190,5,"Let's Go for a Drive! (Elephant & Piggie, #18)",45
17262290,5,"Journey (Journey Trilogy, #1)",45
20708773,5,"Quest (Journey Trilogy, #2)",45
28814845,5,"Return (Journey Trilogy, #3)",45
13260645,5,A Little Book of Sloth,45
18349512,5,Here Comes the Easter Cat,45
20388087,5,Julia's House for Lost Creatures,45
909257,5,East o' the Sun and West o' the Moon,46
262436,5,"Christmas in Camelot (Magic Tree House, #29)",46
2617684,4,Winnie the Pooh and Tigger Too,46
821000,4,"Now We Are Six (Winnie-the-Pooh, #4)",46
776407,4,"The House at Pooh Corner (Winnie-the-Pooh, #2)",46
191139,4,"Oh, The Places You'll Go!",46
22917,4,The Complete Grimm's Fairy Tales,46
420282,4,The Polar Express,46
157993,4,The Little Prince,46
13531024,4,This is Not My Hat,46
7844798,5,"Can I Play Too? (Elephant & Piggie, #12)",47
659998,5,Just the Way You Are,47
334818,5,Miss Rumphius,47
281530,5,Because I Love You,47
11556479,5,The Duckling Gets a Cookie!?,47
2904330,5,"Are You Ready to Play Outside? (Elephant & Piggie, #7)",47
616650,5,Prayers for Children (Little Golden Book),47
1737205,5,Baby Dear (Little Golden Book),47
301736,5,Guess How Much I Love You,47
7784,5,The Lorax,47
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",48
24819508,5,Finding Winnie: The True Story of the World's Most Famous Bear,48
9661136,5,"Should I Share My Ice Cream? (Elephant & Piggie, #15)",48
11387515,5,Wonder (Wonder #1),48
25745002,5,Mother Bruce,48
127179,5,Library Lion,48
23772,5,Green Eggs and Ham,48
28259095,5,I Am a Story,48
867248,5,Bear Snores On,48
28687247,5,"Ratpunzel (Hamster Princess, #3)",48
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",49
113946,5,How the Grinch Stole Christmas!,49
19330,5,The Complete Tales,49
7784,5,The Lorax,49
420282,5,The Polar Express,49
6319,5,The BFG,49
19321,5,The Tale of Peter Rabbit,49
8337,5,"Little House in the Big Woods (Little House, #1)",49
24178,5,Charlotte's Web,49
58922,5,The Runaway Bunny,49
28210996,5,I Dissent: Ruth Bader Ginsburg Makes Her Mark,50
7846067,5,"We are in a Book! (Elephant & Piggie, #13)",50
31626023,5,Blue Sky White Stars,50
24819508,5,Finding Winnie: The True Story of the World's Most Famous Bear,50
18570357,5,What Do You Do with an Idea?,50
9661136,5,"Should I Share My Ice Cream? (Elephant & Piggie, #15)",50
9677870,5,Press Here,50
28114578,5,Animals by the Numbers: A Book of Infographics,50
16029151,5,I Have a Dream,50
23310161,5,The Day the Crayons Came Home,50
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",51
129771,5,The Other Side,51
11387515,5,Wonder (Wonder #1),51
6871646,5,Pete the Cat: I Love My White Shoes,51
13588082,5,Each Kindness,51
11556479,5,The Duckling Gets a Cookie!?,51
17846011,5,The Pigeon Needs a Bath!,51
7540259,5,Memoirs of a Goldfish,51
7784,5,The Lorax,51
20256610,5,Ivan: The Remarkable True Story of the Shopping Mall Gorilla,51
370493,5,The Giving Tree,52
7784,5,The Lorax,52
30118,5,A Light in the Attic,52
191139,5,"Oh, The Places You'll Go!",52
1215290,5,Rudolph the Red-Nosed Reindeer,52
30119,5,Where the Sidewalk Ends,52
153540,5,The Little House,52
19543,5,Where the Wild Things Are,52
160629,5,"A Bear Called Paddington (Paddington, #1)",52
19321,5,The Tale of Peter Rabbit,52
7846067,5,"We are in a Book! (Elephant & Piggie, #13)",53
8319728,5,Beautiful Oops!,53
7844798,5,"Can I Play Too? (Elephant & Piggie, #12)",53
1013383,5,The Gruffalo,53
9677870,5,Press Here,53
11387515,5,Wonder (Wonder #1),53
515904,5,"There is a Bird on Your Head! (Elephant & Piggie, #4)",53
1414607,5,Hug Time,53
11556479,5,The Duckling Gets a Cookie!?,53
232958,5,I Love You Through and Through,53
28637454,5,Armstrong: The Adventurous Journey of a Mouse to the Moon,54
17262290,5,"Journey (Journey Trilogy, #1)",54
20708773,5,"Quest (Journey Trilogy, #2)",54
28814845,5,"Return (Journey Trilogy, #3)",54
858590,5,The Gardener,54
421642,5,"The Four-Story Mistake (The Melendy Family, #2)",54
767680,5,If You Give a Mouse a Cookie,54
826585,5,If You Give a Pig a Pancake,54
160629,5,"A Bear Called Paddington (Paddington, #1)",54
266904,5,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy (The Penderwicks #1)",54
24819508,5,Finding Winnie: The True Story of the World's Most Famous Bear,55
16101018,5,The Day the Crayons Quit,55
858586,5,The Library,55
849287,5,The Twelve Dancing Princesses,55
21469062,5,Winnie: The True Story of the Bear Who Inspired Winnie-the-Pooh,55
417181,5,One Grain Of Rice: A Mathematical Folktale,55
763588,5,"Anne of Green Gables (Anne of Green Gables, #1)",55
13722312,5,Who Says Women Can't Be Doctors?: The Story of Elizabeth Blackwell (Christy Ottaviano Books),55
77390,5,"Anne of Avonlea (Anne of Green Gables, #2)",55
22747803,5,Mesmerized: How Ben Franklin Solved a Mystery that Baffled All of France,55
370493,5,The Giving Tree,56
30118,5,A Light in the Attic,56
30119,5,Where the Sidewalk Ends,56
84981,5,Tuck Everlasting,56
5,4,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",56
23772,4,Green Eggs and Ham,56
767680,4,If You Give a Mouse a Cookie,56
98573,4,Harold and the Purple Crayon,56
19543,4,Where the Wild Things Are,56
46677,4,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",56
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",57
22917,5,The Complete Grimm's Fairy Tales,57
290401,4,The Magic Christmas (Sweet Valley Twins Magna Edition #1),57
290480,4,"The Carnival Ghost (Sweet Valley Twins Super Chiller, #3)",57
290458,4,"If I Die Before I Wake (Sweet Valley Twins, #100)",57
290411,4,"The Class Trip (Sweet Valley Twins Super Edition, #1)",57
290477,4,The Unicorns Go Hawaiian (Sweet Valley Twins Super Edition #4),57
412620,4,"Keeping Secrets (Sweet Valley Twins, #12)",57
412621,4,"The Older Boy (Sweet Valley Twins, #15)",57
529252,4,"Double Love (Sweet Valley High, #1)",57
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",58
1243806,5,But No Elephants,58
113946,5,How the Grinch Stole Christmas!,58
23772,5,Green Eggs and Ham,58
157993,5,The Little Prince,58
98573,5,Harold and the Purple Crayon,58
19543,5,Where the Wild Things Are,58
29291,5,Make Way for Ducklings,58
160629,5,"A Bear Called Paddington (Paddington, #1)",58
423156,5,King of the Wind: The Story of the Godolphin Arabian,58
633023,5,Only One Woof,59
143981,5,The Water Hole,59
58922,5,The Runaway Bunny,59
140225,5,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",59
93008,5,The Adventures of Robin Hood,59
84369,5,"The Last Battle (Chronicles of Narnia, #7)",59
139463,5,Maniac Magee,59
334818,4,Miss Rumphius,59
281530,4,Because I Love You,59
370493,4,The Giving Tree,59
616650,5,Prayers for Children (Little Golden Book),60
776407,5,"The House at Pooh Corner (Winnie-the-Pooh, #2)",60
833550,5,Each Peach Pear Plum,60
685472,5,"The Black Stallion (The Black Stallion, #1)",60
149543,5,Jane of Lantern Hill,60
24213,5,Alice's Adventures in Wonderland & Through the Looking-Glass,60
