book_id,title,average_rating,ratings_count,image_url,author_name
13260675,33 Minutes,3.65,622,https://images.gr-assets.com/books/1343931863m/13260675.jpg,Todd Hasak-Lowy
20758093,365 Days of Wonder: Mr. Browne's Book of Precepts,4.34,4920,https://images.gr-assets.com/books/1392316608m/20758093.jpg,R.J. Palacio
129594,365 Penguins,4.09,758,https://images.gr-assets.com/books/1328812902m/129594.jpg,Jean-Luc Fromental
28954173,5 Little Ducks,3.68,231,https://images.gr-assets.com/books/1470579704m/28954173.jpg,Denise Fleming
296685,"5 Novels: Alan Mendelsohn, the Boy from Mars / Slaves of Spiegel / The Snarkout Boys and the Avocado of Death / The Last Guru / Young Adult Novel",4.39,765,https://images.gr-assets.com/books/1383353104m/296685.jpg,Daniel Pinkwater
16184862,5-Minute Disney*Pixar Stories,4.12,55,https://images.gr-assets.com/books/1355895557m/16184862.jpg,Walt Disney Company
17468777,5-Minute Fairy Tales,4.33,95,https://images.gr-assets.com/books/1399837429m/17468777.jpg,Walt Disney Company
16235182,5-Minute Marvel Stories,4.1,170,https://images.gr-assets.com/books/1356128566m/16235182.jpg,Alison Lowenstein
12369766,5-Minute Princess Stories,4.12,165,https://images.gr-assets.com/books/1360574216m/12369766.jpg,Walt Disney Company
17693728,5-Minute Snuggle Stories,4.36,54,https://images.gr-assets.com/books/1373226086m/17693728.jpg,Walt Disney Company
1135875,600 Black Spots,4.31,168,https://images.gr-assets.com/books/1344392026m/1135875.jpg,David A. Carter
32498545,7 Ate 9,3.96,547,https://images.gr-assets.com/books/1492741677m/32498545.jpg,Tara Lazar
378086,7 x 9 = Trouble!,3.79,147,https://images.gr-assets.com/books/1317793081m/378086.jpg,Claudia Mills
26796325,88 Instruments,3.77,202,https://images.gr-assets.com/books/1446822009m/26796325.jpg,Chris  Barton
24000731,8: An Animal Alphabet,3.64,314,https://images.gr-assets.com/books/1421890326m/24000731.jpg,Elisha Cooper
457071,9 Magic Wishes,3.7,53,https://images.gr-assets.com/books/1312011557m/457071.jpg,Shirley Jackson
47778,95 Pounds of Hope,3.82,1227,https://images.gr-assets.com/books/1309202550m/47778.jpg,Anna Gavalda
15814746,999 Frogs Wake Up,3.31,291,https://images.gr-assets.com/books/1349386895m/15814746.jpg,Ken Kimura
22493744,999 Frogs and a Little Brother,3.42,108,https://images.gr-assets.com/books/1403200300m/22493744.jpg,Ken Kimura
10706900,999 Tadpoles,3.74,411,https://images.gr-assets.com/books/1328829277m/10706900.jpg,Ken Kimura
1144012,A Apple Pie,3.27,73,https://images.gr-assets.com/books/1309210194m/1144012.jpg,Gennady Spirin
18149041,A Baby Elephant in the Wild,4.11,152,https://images.gr-assets.com/books/1374654859m/18149041.jpg,Caitlin O'Connell
110604,A Baby Sister for Frances,4.25,3815,https://images.gr-assets.com/books/1408925831m/110604.jpg,Russell Hoban
26778924,A Baby's Guide to Surviving Dad,4.0,52,https://images.gr-assets.com/books/1445790207m/26778924.jpg,Benjamin Bird
32319716,A Babysitter's Guide to Monster Hunting (Babysitter's Guide to Monsters #1),3.86,85,https://images.gr-assets.com/books/1483462125m/32319716.jpg,Joe Ballarini
474858,A Bad Case of Stripes,4.24,53296,https://images.gr-assets.com/books/1328867924m/474858.jpg,David Shannon
10661908,A Bad Kitty Christmas,4.21,1734,https://images.gr-assets.com/books/1400988079m/10661908.jpg,Nick Bruel
1042367,"A Bad Spell for the Worst Witch (Worst Witch, #3)",3.97,1805,https://images.gr-assets.com/books/1360178672m/1042367.jpg,Jill Murphy
9703979,A Ball for Daisy,3.85,7444,https://images.gr-assets.com/books/1333577914m/9703979.jpg,Chris Raschka
32051706,A Band of Babies,3.1,67,https://images.gr-assets.com/books/1485200674m/32051706.jpg,Carole Gerber
20759748,"A Bean, a Stalk and a Boy Named Jack",3.92,502,https://images.gr-assets.com/books/1401055881m/20759748.jpg,William Joyce
160629,"A Bear Called Paddington (Paddington, #1)",4.21,63452,https://images.gr-assets.com/books/1393784912m/160629.jpg,Michael Bond
3302484,"A Bear Called Paddington: An Omnibus Including: A Bear Called Paddington, More About Paddington, Paddington Helps Out, Paddington at Large, Paddington Marches On",4.32,74,https://images.gr-assets.com/books/1397780089m/3302484.jpg,Michael Bond
6136672,A Bear in War,4.38,59,https://images.gr-assets.com/books/1266954458m/6136672.jpg,Stephanie Innes
18197344,A Bear's Year,3.82,163,https://images.gr-assets.com/books/1443888911m/18197344.jpg,Kathy Duval
598158,A Beasty Story,3.7,129,https://images.gr-assets.com/books/1328876234m/598158.jpg,Bill Martin Jr.
2280830,A Beatrix Potter Treasury,4.51,214,https://images.gr-assets.com/books/1311281904m/2280830.jpg,Beatrix Potter
18392441,A Beautiful Girl,4.17,280,https://images.gr-assets.com/books/1377641828m/18392441.jpg,Nikki Rogers
20783264,A Bed for Bear,3.33,168,https://images.gr-assets.com/books/1393014796m/20783264.jpg,Clive McFarland
18641985,A Bed for Kitty,3.91,155,https://images.gr-assets.com/books/1410981839m/18641985.jpg,Yasmine Surovec
25861934,A Beetle Is Shy,4.17,218,https://images.gr-assets.com/books/1445549832m/25861934.jpg,Dianna Hutts Aston
25663825,A Beginner's Guide to Bear Spotting,3.77,398,https://images.gr-assets.com/books/1448829833m/25663825.jpg,Michelle Robinson
2479275,"A Beginning, a Muddle, and an End: The Right Way to Write Writing",3.64,480,https://images.gr-assets.com/books/1328834397m/2479275.jpg,Avi
684106,A Big Cheese for the White House: The True Tale of a Tremendous Cheddar,3.88,80,https://images.gr-assets.com/books/1316638261m/684106.jpg,Candace Fleming
34057235,A Big Day for Baseball (Magic Tree House #29),4.01,80,https://images.gr-assets.com/books/1498920345m/34057235.jpg,Mary Pope Osborne
15944573,"A Big Guy Took My Ball! (Elephant & Piggie, #19)",4.38,3531,https://images.gr-assets.com/books/1365132487m/15944573.jpg,Mo Willems
25893607,A Big Surprise for Little Card,3.84,353,https://images.gr-assets.com/books/1442603402m/25893607.jpg,Charise Mericle Harper
28588028,A Bike Like Sergio's,4.12,296,https://images.gr-assets.com/books/1458323189m/28588028.jpg,Maribeth Boelts
18637305,A Bird Is a Bird,3.74,117,https://images.gr-assets.com/books/1416176564m/18637305.jpg,Lizzy Rockwell
25779111,A Birthday Cake for George Washington,2.11,99,https://images.gr-assets.com/books/1447141226m/25779111.jpg,Ramin Ganeshram
6531753,A Birthday for Bear: An Early Reader,4.0,550,https://images.gr-assets.com/books/1320552278m/6531753.jpg,Bonny Becker
24904,A Birthday for Frances,4.22,1927,https://images.gr-assets.com/books/1429086977m/24904.jpg,Russell Hoban
28695491,A Blind Guide to Normal,3.85,61,https://images.gr-assets.com/books/1455172456m/28695491.jpg,Beth Vrabel
24694022,A Blind Guide to Stinkville,4.12,317,https://images.gr-assets.com/books/1426580812m/24694022.jpg,Beth Vrabel
1376850,A Blue So Blue,4.33,54,https://images.gr-assets.com/books/1328859852m/1376850.jpg,Jean-Francois Dumont
6125001,A Book,3.86,492,https://images.gr-assets.com/books/1317066747m/6125001.jpg,Mordicai Gerstein
7838965,A Book About Color: A Clear and Simple Guide for Young Artists,4.1,87,https://images.gr-assets.com/books/1315596646m/7838965.jpg,Mark Gonyea
294156,A Book About Design: Complicated Doesn't Make It Good,4.18,87,https://images.gr-assets.com/books/1316635876m/294156.jpg,Mark Gonyea
16237774,A Book Is Just Like You!: All about the Parts of a Book,3.79,68,https://images.gr-assets.com/books/1355954242m/16237774.jpg,Kathleen Fox
20907392,A Book Is a Book,4.11,77,https://images.gr-assets.com/books/1400892230m/20907392.jpg,Jenny Bornholdt
17679553,A Book of Babies,3.83,366,https://images.gr-assets.com/books/1372681393m/17679553.jpg,Il Sung Na
1186881,A Book of Coupons,3.82,133,https://images.gr-assets.com/books/1309203652m/1186881.jpg,Susie Morgenstern
1204323,A Book of Ghosts and Goblins,4.25,51,https://images.gr-assets.com/books/1283552624m/1204323.jpg,Ruth Manning-Sanders
1110096,A Book of Mermaids,4.47,56,https://images.gr-assets.com/books/1332590426m/1110096.jpg,Ruth Manning-Sanders
868668,A Book of Nonsense,3.65,878,https://images.gr-assets.com/books/1320477265m/868668.jpg,Edward Lear
30653731,A Boy Called Bat,4.11,600,https://images.gr-assets.com/books/1467825940m/30653731.jpg,Elana K. Arnold
25882558,A Boy Called Christmas,4.25,1471,https://images.gr-assets.com/books/1441267564m/25882558.jpg,Matt Haig
12833657,A Boy Called Dickens,3.77,443,https://images.gr-assets.com/books/1320477061m/12833657.jpg,Deborah Hopkinson
18789847,A Boy Called Hope,3.93,480,https://images.gr-assets.com/books/1391003823m/18789847.jpg,Lara Williamson
9767506,A Boy Called M.O.U.S.E.,4.03,75,https://images.gr-assets.com/books/1328463157m/9767506.jpg,Penny Dolan
426579,A Boy Named Charlie Brown,4.12,101,https://images.gr-assets.com/books/1328852840m/426579.jpg,Charles M. Schulz
8447380,A Boy Named FDR: How Franklin D. Roosevelt Grew Up to Change America,3.72,79,https://images.gr-assets.com/books/1320407744m/8447380.jpg,Kathleen Krull
28169511,A Boy Named Queen,3.7,384,https://images.gr-assets.com/books/1456963465m/28169511.jpg,Sara Cassidy
12942286,A Boy and A Bear in a Boat,3.47,563,https://images.gr-assets.com/books/1333578410m/12942286.jpg,Dave Shelton
17320985,A Boy and a Jaguar,4.21,1511,https://images.gr-assets.com/books/1380034514m/17320985.jpg,Alan Rabinowitz
25689027,"A Boy, a Ball, and a Dog",3.19,70,https://images.gr-assets.com/books/1442848685m/25689027.jpg,Gianna Marino
2971552,"A Boy, a Dog, a Frog, and a Friend",4.19,172,https://images.gr-assets.com/books/1406507255m/2971552.jpg,Mercer Mayer
654093,"A Boy, a Dog, and a Frog",4.14,751,https://images.gr-assets.com/books/1311705189m/654093.jpg,Mercer Mayer
25937868,A Brave Bear,3.44,239,https://images.gr-assets.com/books/1442604343m/25937868.jpg,Sean  Taylor
16675409,A Bucket of Blessings,3.72,105,https://images.gr-assets.com/books/1408912938m/16675409.jpg,Kabir Sehgal
1185489,"A Bug, a Bear, and a Boy",3.64,68,https://images.gr-assets.com/books/1360058091m/1185489.jpg,David McPhail
18114559,A Bunny in the Ballet,3.58,91,https://images.gr-assets.com/books/1379533854m/18114559.jpg,Robert Beck
2080222,A Bunny is Funny,2.89,64,https://images.gr-assets.com/books/1333581491m/2080222.jpg,Harriet Ziefert
12326426,A Bus Called Heaven,3.92,317,https://images.gr-assets.com/books/1341670934m/12326426.jpg,Bob Graham
31290570,A Cage Went in Search of a Bird,3.31,54,https://images.gr-assets.com/books/1473603089m/31290570.jpg,Cary Fagan
1998529,A Caldecott Celebration: Seven Artists and their Paths to the Caldecott Medal,3.8,74,https://images.gr-assets.com/books/1317065667m/1998529.jpg,Leonard S. Marcus
10176020,A Call for a New Alphabet,3.85,148,https://images.gr-assets.com/books/1389598632m/10176020.jpg,Jef Czekaj
4702906,A Carousel Tale,3.9,84,https://images.gr-assets.com/books/1297982475m/4702906.jpg,Elisa Kleven
6633709,A Cars Christmas,3.79,65,https://images.gr-assets.com/books/1320479146m/6633709.jpg,Melissa Lagonegro
15010716,"A Case of the Meanies (Stella Batts, #4)",4.49,99,https://images.gr-assets.com/books/1407112656m/15010716.jpg,Courtney Sheinmel
22237205,A Castle Full of Cats,3.92,233,https://images.gr-assets.com/books/1403535958m/22237205.jpg,Ruth Sanderson
32333170,A Cat Is Better,3.19,73,https://images.gr-assets.com/books/1479688198m/32333170.jpg,Linda Joy Singleton
10590910,A Cat Like That,3.66,119,https://images.gr-assets.com/books/1312073922m/10590910.jpg,Wendy Wahman
30408337,A Cat Named Swan,3.59,192,https://images.gr-assets.com/books/1465643757m/30408337.jpg,Holly Hobbie
20702532,A Cat Named Tim and Other Stories,3.76,86,https://images.gr-assets.com/books/1398195243m/20702532.jpg,John Martz
1703939,A Cat and a Dog,3.87,56,https://images.gr-assets.com/books/1488886326m/1703939.jpg,Claire Masurel
18378821,A Catfish Tale: A Bayou Story of the Fisherman and His Wife,3.63,69,https://images.gr-assets.com/books/1378708238m/18378821.jpg,Whitney Stewart
13589913,A Cats Steampunk Alphabet,3.88,54,https://images.gr-assets.com/books/1333978649m/13589913.jpg,G.D. Falksen
28953419,A Celebration of Beatrix Potter,4.28,116,https://images.gr-assets.com/books/1456090312m/28953419.jpg,Beatrix Potter
985149,A Certain Small Shepherd,4.16,86,https://images.gr-assets.com/books/1316737698m/985149.jpg,Rebecca Caudill
26841119,"A Chameleon, a Boy, and a Quest (The Rwendigo Tales #1)",4.23,62,https://images.gr-assets.com/books/1443634446m/26841119.jpg,J.A. Myhre
20759476,"A Change of Lace (Sew Zoey, #9)",4.28,65,https://images.gr-assets.com/books/1391972458m/20759476.jpg,Chloe Taylor
17349271,A Charlie Brown Christmas: The Making of a Tradition,4.48,65,https://images.gr-assets.com/books/1375673529m/17349271.jpg,Charles M. Schulz
697933,A Charlie Brown Valentine,4.15,122,https://images.gr-assets.com/books/1487706967m/697933.jpg,Charles M. Schulz
20575407,A Chick 'n' Pug Christmas,3.61,129,https://images.gr-assets.com/books/1396827828m/20575407.jpg,Jennifer Sattler
20792144,A Chicken Followed Me Home!: Questions and Answers about a Familiar Fowl,4.1,239,https://images.gr-assets.com/books/1429097111m/20792144.jpg,Robin Page
28686931,A Child of Books,4.08,4545,https://images.gr-assets.com/books/1459436374m/28686931.jpg,Oliver Jeffers
881145,A Child's Christmas in Wales,4.16,72,https://images.gr-assets.com/books/1320485267m/881145.jpg,Dylan Thomas
4450223,A Child's Day: An Alphabet of Play,4.13,53,https://images.gr-assets.com/books/1328833211m/4450223.jpg,Ida Pearle
10975557,A Child's Dream of a Star,3.48,109,https://images.gr-assets.com/books/1407105151m/10975557.jpg,Charles Dickens
29632243,A Child's First Book of Trump,4.26,754,https://images.gr-assets.com/books/1459436500m/29632243.jpg,Michael Ian Black
6433055,A Child's Garden,4.21,138,https://images.gr-assets.com/books/1320501039m/6433055.jpg,Michael Foreman
6071725,A Child's Garden of Verses,4.3,62,https://images.gr-assets.com/books/1345778727m/6071725.jpg,Robert Louis Stevenson
910548,A Child's Good Night Book,3.46,202,https://images.gr-assets.com/books/1355132304m/910548.jpg,Margaret Wise Brown
615566,"A Child's Introduction to Poetry: Listen While You Learn about the Magic Words That Have Moved Mountains, Won Battles and Made Us Laugh and Cry",4.26,149,https://images.gr-assets.com/books/1404580776m/615566.jpg,Michael Driscoll
1510007,A Christmas Bell for Anya,4.21,130,https://images.gr-assets.com/books/1414559939m/1510007.jpg,Chris Stewart
15792466,A Christmas Carol: A BabyLit® Colors Primer,4.08,250,https://images.gr-assets.com/books/1348009008m/15792466.jpg,Jennifer Adams
1296650,A Christmas Tale,4.07,1064,https://images.gr-assets.com/books/1328867195m/1296650.jpg,Geronimo Stilton
4581714,A Christmas Tree,2.79,146,https://images.gr-assets.com/books/1356970378m/4581714.jpg,Charles Dickens
12369737,A Christmas Tree for Pyn,4.1,243,https://images.gr-assets.com/books/1327094969m/12369737.jpg,Olivier Dunrea
18432074,A Christmas Wish for Corduroy,3.85,124,https://images.gr-assets.com/books/1392582321m/18432074.jpg,B.G. Hennessy
412647,A Christmas Without Elizabeth (Sweet Valley Twins Magna Edition #2),3.86,218,https://images.gr-assets.com/books/1367748266m/412647.jpg,Francine Pascal
1748301,A City Through Time,4.25,61,https://images.gr-assets.com/books/1309295647m/1748301.jpg,Steve Noon
23285687,A Clatter of Jars,3.54,520,https://images.gr-assets.com/books/1444200841m/23285687.jpg,Lisa Graff
711164,A Cloak For The Dreamer,3.83,70,https://images.gr-assets.com/books/1360058023m/711164.jpg,Aileen Friedman
1916431,A Closer Look,3.39,103,https://images.gr-assets.com/books/1332284280m/1916431.jpg,Mary   McCarthy
24244026,A Cooked-Up Fairy Tale,3.86,99,https://images.gr-assets.com/books/1484747616m/24244026.jpg,Penny Parker Klostermann
21419651,A Cookie for Santa,3.64,85,https://images.gr-assets.com/books/1414349648m/21419651.jpg,Stephanie Shaw
1293644,A Cool Drink of Water,4.13,225,https://images.gr-assets.com/books/1320446228m/1293644.jpg,Barbara Kerley
864275,A Cow on the Line and Other Thomas the Tank Engine Stories,3.63,83,https://images.gr-assets.com/books/1320539184m/864275.jpg,Wilbert Awdry
7179490,A Coyote Solstice Tale,3.78,143,https://images.gr-assets.com/books/1261008956m/7179490.jpg,Thomas King
734537,A Crack in the Track,3.7,215,https://images.gr-assets.com/books/1320519372m/734537.jpg,Wilbert Awdry
21920954,A Crankenstein Valentine,3.84,447,https://images.gr-assets.com/books/1408314151m/21920954.jpg,Samantha Berger
25785737,A Crash of Rhinos: and other wild animal groups,3.85,61,https://images.gr-assets.com/books/1451843168m/25785737.jpg,Greg Danylyshyn
8108656,"A Crazy Day With Cobras (Magic Tree House, #45)",4.09,1600,https://images.gr-assets.com/books/1320478218m/8108656.jpg,Mary Pope Osborne
6285572,A Crazy Day at the Critter Café,3.45,71,https://images.gr-assets.com/books/1378705713m/6285572.jpg,Barbara Odanaka
17085733,A Crow of His Own,3.69,101,https://images.gr-assets.com/books/1407112485m/17085733.jpg,Megan Dowd Lambert
6251159,A Cuddle For Little Duck,4.06,114,https://images.gr-assets.com/books/1328838639m/6251159.jpg,Claire Freedman
6262458,A Curious Collection of Cats,4.04,137,https://images.gr-assets.com/books/1320433330m/6262458.jpg,Betsy Franco
17986454,A Dance Like Starlight: One Ballerina's Dream,4.09,720,https://images.gr-assets.com/books/1375062720m/17986454.jpg,Kristy Dempsey
16113709,A Dandelion Wish,4.19,572,https://images.gr-assets.com/books/1366106209m/16113709.jpg,Kiki Thorpe
26192983,"A Dark, Dark Cave",3.41,173,https://images.gr-assets.com/books/1444883590m/26192983.jpg,Eric Hoffman
849139,"A Dark, Dark Tale (Red Fox Picture Books)",4.08,427,https://images.gr-assets.com/books/1356445465m/849139.jpg,Ruth Brown
28274815,A Dash of Dragon,4.38,53,https://images.gr-assets.com/books/1476202336m/28274815.jpg,Heidi Lang
15818260,"A Dash of Magic (The Bliss Bakery, #2)",4.12,1613,https://images.gr-assets.com/books/1355176080m/15818260.jpg,Kathryn Littlewood
7210826,A Day at the Seashore,4.0,87,https://images.gr-assets.com/books/1320558200m/7210826.jpg,Kathryn Jackson
848127,A Day in the Life of Murphy,3.56,90,https://images.gr-assets.com/books/1375646801m/848127.jpg,Alice Provensen
17883977,A Day in the Sun,3.94,220,https://images.gr-assets.com/books/1381286844m/17883977.jpg,Walt Disney Company
3358917,A Day with Dad,3.55,59,https://images.gr-assets.com/books/1320450818m/3358917.jpg,Bo R. Holmberg
1149019,A Day with No Crayons,4.1,349,https://images.gr-assets.com/books/1309269085m/1149019.jpg,Elizabeth Rusch
9796853,A Dazzling Display of Dogs,3.87,162,https://images.gr-assets.com/books/1373937489m/9796853.jpg,Betsy Franco
34628938,A Different Dog,3.74,63,https://images.gr-assets.com/books/1489975222m/34628938.jpg,Paul Jennings
34137106,A Different Pond,4.24,493,https://images.gr-assets.com/books/1489605385m/34137106.jpg,Bao Phi
13553362,A Dog Called Homeless,4.18,1517,https://images.gr-assets.com/books/1335362431m/13553362.jpg,Sarah Lean
23167803,A Dog Day,3.38,60,https://images.gr-assets.com/books/1411447400m/23167803.jpg,Emily Rand
32075666,A Dog Like Daisy,4.24,82,https://images.gr-assets.com/books/1490088150m/32075666.jpg,Kristin O'Donnell Tubb
285705,A Dog Needs A Bone,3.42,250,https://images.gr-assets.com/books/1328861640m/285705.jpg,Audrey Wood
1652718,A Dog So Small,3.83,280,https://images.gr-assets.com/books/1356442085m/1652718.jpg,Philippa Pearce
